===== Mythica Affordance Library [2026-08-02] EA-only cleaned =====
affordance: 36620 (EA only, MOD lines removed)
列: 名字 | 模块 | super/auto/user 标志 | tgt=目标类型 | cat=菜单分类 | ages=年龄线索(test_globals) | src=EA | guid
AskMotherNatureToChange_EP19World_EnchantedSprings_Inspired | sims4.tuning.instances | super=Y auto=N user=N | tgt=OBJECT | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=444118
AskMotherNatureToChange_EP19World_EnchantedSprings_Playful | sims4.tuning.instances | super=Y auto=N user=N | tgt=OBJECT | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=444129
AskMotherNatureToChange_EP19World_EnchantedSprings_Sad | sims4.tuning.instances | super=Y auto=N user=N | tgt=OBJECT | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=444130
AskMotherNatureToChange_EP19World_EnchantedSprings_Scared | sims4.tuning.instances | super=Y auto=N user=N | tgt=OBJECT | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=444128
AskMotherNatureToChange_EP19World_EnchantedSprings_Tense | sims4.tuning.instances | super=Y auto=N user=N | tgt=OBJECT | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=444122
Ask_MoveIn | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,BABY,CHILD,ELDER,INFANT,TEEN,TODDLER,YOUNGADULT | src=EA | guid=98309
Aspiration_FairyStories_Picker | sims4.tuning.instances | super=Y auto=Y user=N | tgt=OBJECT | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=443438
Athlete_SuggestWorkout_Continuation | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=107294
AttractedInteraction_Canal_EP18 | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=420134
AttractedInteraction_FreyaDance_EP18 | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=419343
AttractedInteraction_ZainGuitar_EP18 | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=419342
AutographedObjects_Admire | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=- | ages=ADULT,CHILD,ELDER,TEEN,YOUNGADULT | src=EA | guid=199638
AutographedObjects_Appraise | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=199639
AutographedObjects_SellToCollector | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=199640
AutonomousSimPicker_SnowSportsSlope_SledTogether | sims4.tuning.instances | super=Y auto=Y user=N | tgt=OBJECT | cat=- | ages=ADULT,CHILD,ELDER,TEEN,YOUNGADULT | src=EA | guid=249197
AutonomousSimPicker_SoccerBall_PlayWith | sims4.tuning.instances | super=Y auto=N user=N | tgt=OBJECT | cat=- | ages=ADULT,CHILD,ELDER,TEEN,YOUNGADULT | src=EA | guid=224545
Autonomous_BurialCasket_FuneralInteractions | sims4.tuning.instances | super=Y auto=Y user=N | tgt=OBJECT | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=427300
Autonomous_Generic_Book_Read_TYAE | sims4.tuning.instances | super=Y auto=Y user=N | tgt=ACTOR | cat=- | ages=- | src=EA | guid=157531
Autonomous_ObjectPicker_Dog_ToyBall | sims4.tuning.instances | super=Y auto=Y user=N | tgt=ACTOR | cat=- | ages=ADULT,ELDER | src=EA | guid=191482
Autonomous_ObjectPicker_SnowSportsSlope_Sledding | sims4.tuning.instances | super=Y auto=Y user=N | tgt=ACTOR | cat=- | ages=ADULT,CHILD,ELDER,TEEN,YOUNGADULT | src=EA | guid=248992
Baby_ParentingSkill_HelpWithNeeds | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=sim_Infant_Care | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=320251
Baking_Shared_Passive_FireChance | sims4.tuning.instances | super=N auto=Y user=N | tgt=OBJECT | cat=- | ages=- | src=EA | guid=114768
BanquetTable_FillTable_Random_HSProm | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=329100
Bar_Add_Ice | sims4.tuning.instances | super=N auto=Y user=N | tgt=OBJECT | cat=- | ages=- | src=EA | guid=13017
Bar_Add_Lime | sims4.tuning.instances | super=N auto=Y user=N | tgt=OBJECT | cat=- | ages=- | src=EA | guid=13018
Bar_BehindTheBack_Basic | sims4.tuning.instances | super=N auto=Y user=N | tgt=OBJECT | cat=- | ages=- | src=EA | guid=13019
Bar_BottleStack_Basic | sims4.tuning.instances | super=N auto=Y user=N | tgt=OBJECT | cat=- | ages=- | src=EA | guid=13020
Bar_ChooseDrink_Delivery | sims4.tuning.instances | super=Y auto=N user=N | tgt=OBJECT | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=376174
Bar_Crafting_MakeDrink_Idles | sims4.tuning.instances | super=N auto=Y user=N | tgt=ACTOR | cat=- | ages=- | src=EA | guid=99867
Bar_EmotionResponse | sims4.tuning.instances | super=N auto=Y user=N | tgt=OBJECT | cat=- | ages=- | src=EA | guid=10334
Bar_Fireball_Basic | sims4.tuning.instances | super=N auto=Y user=N | tgt=OBJECT | cat=- | ages=- | src=EA | guid=13026
Bar_Juggle_Basic | sims4.tuning.instances | super=N auto=Y user=N | tgt=OBJECT | cat=- | ages=- | src=EA | guid=13028
Bar_Pour_Basic | sims4.tuning.instances | super=N auto=Y user=N | tgt=OBJECT | cat=- | ages=- | src=EA | guid=13051
Bar_Shake_Basic | sims4.tuning.instances | super=N auto=Y user=N | tgt=OBJECT | cat=- | ages=- | src=EA | guid=13058
Bar_Stir_Basic | sims4.tuning.instances | super=N auto=Y user=N | tgt=OBJECT | cat=- | ages=- | src=EA | guid=13062
Basketball_Coach_Picker | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,CHILD,ELDER,TEEN,YOUNGADULT | src=EA | guid=149584
BattleMonster_DummyBattle | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=- | src=EA | guid=138200
BattleMonsters_CompleteTrade | sims4.tuning.instances | super=Y auto=N user=N | tgt=OBJECT | cat=- | ages=- | src=EA | guid=134460
BattleMonsters_DeleteTraded | sims4.tuning.instances | super=Y auto=N user=N | tgt=OBJECT | cat=- | ages=ADULT,BABY,CHILD,ELDER,INFANT,TEEN,TODDLER,YOUNGADULT | src=EA | guid=137516
BattleMonsters_Practice_SetCardAsChallenger | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,BABY,CHILD,ELDER,INFANT,TEEN,TODDLER,YOUNGADULT | src=EA | guid=137604
BattleStation_CancelInteractionReplacement_Stop | sims4.tuning.instances | super=Y auto=Y user=N | tgt=OBJECT | cat=- | ages=- | src=EA | guid=139214
BattleStation_PracticeBattle | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=CHILD | src=EA | guid=136885
BattleStation_SelectCard | sims4.tuning.instances | super=Y auto=N user=N | tgt=OBJECT | cat=- | ages=ADULT,BABY,CHILD,ELDER,INFANT,TEEN,TODDLER,YOUNGADULT | src=EA | guid=138117
Batuu_Hondo_Preroll_SpawnOnLot | sims4.tuning.instances | super=Y auto=Y user=N | tgt=ACTOR | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=242342
Batuu_Missions_dramaNodePicker | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,BABY,CHILD,ELDER,INFANT,TEEN,TODDLER,YOUNGADULT | src=EA | guid=231136
Batuu_Patrol_Initiate | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=237649
Batuu_Stormtrooper_CreateAndCarry_Blaster | sims4.tuning.instances | super=Y auto=Y user=N | tgt=ACTOR | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=242368
Batuu_Stormtrooper_Idle | sims4.tuning.instances | super=N auto=Y user=N | tgt=ACTOR | cat=- | ages=- | src=EA | guid=245544
Batuu_Stormtrooper_Idle_ScanSurroundings | sims4.tuning.instances | super=N auto=Y user=N | tgt=ACTOR | cat=- | ages=- | src=EA | guid=242912
Bed_HideJournal_FindBed | sims4.tuning.instances | super=Y auto=N user=N | tgt=ACTOR | cat=- | ages=ADULT,CHILD,ELDER,TEEN,YOUNGADULT | src=EA | guid=166732
Bed_Journal_Hide | sims4.tuning.instances | super=Y auto=Y user=N | tgt=OBJECT | cat=- | ages=ADULT,CHILD,ELDER,TEEN,YOUNGADULT | src=EA | guid=160220
Bed_Journal_Hide_AutoPicker | sims4.tuning.instances | super=Y auto=Y user=N | tgt=OBJECT | cat=- | ages=ADULT,CHILD,ELDER,TEEN,YOUNGADULT | src=EA | guid=161260
Bed_Journal_Hide_Picker | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,CHILD,ELDER,TEEN,YOUNGADULT | src=EA | guid=160221
Bed_Journal_Locate | sims4.tuning.instances | super=Y auto=Y user=N | tgt=OBJECT | cat=- | ages=ADULT,CHILD,ELDER,TEEN,YOUNGADULT | src=EA | guid=160222
Bed_Journal_Locate_AutoPicker | sims4.tuning.instances | super=Y auto=Y user=N | tgt=OBJECT | cat=- | ages=CHILD,TEEN | src=EA | guid=161261
Bed_Journal_Locate_Picker | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,BABY,CHILD,ELDER,INFANT,TEEN,TODDLER,YOUNGADULT | src=EA | guid=160227
Bed_SimPicker_PutToBed_TYAE | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=162491
Bed_Undercovers_Cry | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=- | ages=ADULT,CHILD,ELDER,TEEN,YOUNGADULT | src=EA | guid=33975
Bed_Undercovers_Hide | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=34080
Bed_Upgrades_Massage_Controls_Energy_Gain_MurphyBed | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=pieMenuCategory_Upgrade | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=230767
Bed_Upgrades_Massage_Controls_Energy_Gain_Resume_MurphyBed | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=pieMenuCategory_Upgrade | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=230768
Bed_Upgrades_Mattress_Firmness_MurphyBed | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=pieMenuCategory_Upgrade | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=230769
Bed_Upgrades_Mattress_Firmness_Resume_MurphyBed | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=pieMenuCategory_Upgrade | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=230770
Bed_simPicker_AskToSprayMonster | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=CHILD | src=EA | guid=138238
BeeBox_GatherBeesWax | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=237323
BirdFeeder_SetToEmpty | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,BABY,CHILD,ELDER,INFANT,TEEN,TODDLER,YOUNGADULT | src=EA | guid=141917
Bird_CreateAndCarry | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=ACTOR | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=173721
BirthdayCake_AddCandles | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=- | ages=ADULT,CHILD,ELDER,TEEN,YOUNGADULT | src=EA | guid=13103
BirthdayCake_AddTopper | sims4.tuning.instances | super=Y auto=Y user=N | tgt=OBJECT | cat=- | ages=ADULT,CHILD,ELDER,TEEN,YOUNGADULT | src=EA | guid=156595
BirthdayCake_AgeUpAnotherSim | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,CHILD,ELDER,TEEN,TODDLER,YOUNGADULT | src=EA | guid=37295
BirthdayCake_BlowCandles_Toddler | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,CHILD,ELDER,TEEN,YOUNGADULT | src=EA | guid=138888
BirthdayCake_BlowOutCandles | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,CHILD,ELDER,TEEN,YOUNGADULT | src=EA | guid=13104
BirthdayCake_BlowOutCandles_Fail | sims4.tuning.instances | super=Y auto=N user=N | tgt=OBJECT | cat=- | ages=ADULT,CHILD,ELDER,TEEN,YOUNGADULT | src=EA | guid=28608
BirthdayCake_BlowOutCandles_Succeed | sims4.tuning.instances | super=Y auto=N user=N | tgt=OBJECT | cat=- | ages=ADULT,CHILD,ELDER,TEEN,YOUNGADULT | src=EA | guid=28609
BirthdayCake_Celebrate | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=- | ages=ADULT,CHILD,ELDER,TEEN,YOUNGADULT | src=EA | guid=28524
BirthdayCake_Celebrate_React | sims4.tuning.instances | super=Y auto=Y user=N | tgt=OBJECT | cat=- | ages=ADULT,CHILD,ELDER,TEEN,YOUNGADULT | src=EA | guid=28310
BirthdayCake_Gather | sims4.tuning.instances | super=Y auto=Y user=N | tgt=OBJECT | cat=- | ages=ADULT,CHILD,ELDER,TEEN,YOUNGADULT | src=EA | guid=33272
BirthdayCake_Laugh_React | sims4.tuning.instances | super=Y auto=Y user=N | tgt=OBJECT | cat=- | ages=ADULT,CHILD,ELDER,TEEN,YOUNGADULT | src=EA | guid=28637
BirthdayCake_LickFrosting | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,CHILD,ELDER,TEEN,YOUNGADULT | src=EA | guid=13105
BirthdayCake_MakeWish | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,CHILD,ELDER,TEEN,YOUNGADULT | src=EA | guid=13106
BirthdayCake_RemoveCandles | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=- | ages=ADULT,CHILD,ELDER,TEEN,YOUNGADULT | src=EA | guid=13107
Blender_startCraftingAutonomously | sims4.tuning.instances | super=Y auto=Y user=N | tgt=OBJECT | cat=- | ages=ADULT,CHILD,ELDER,TEEN,YOUNGADULT | src=EA | guid=475893
Bonfire_HangOut_StandIntimate | sims4.tuning.instances | super=Y auto=N user=Y | tgt=TARGET | cat=sim_Romantic | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=121770
Bonfire_Idle_StandIntimateIdle | sims4.tuning.instances | super=N auto=Y user=N | tgt=TARGET | cat=- | ages=- | src=EA | guid=121788
Bonsai_View_angry | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=- | ages=ADULT,CHILD,ELDER,TEEN,YOUNGADULT | src=EA | guid=37485
Bonsai_View_botched | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=- | ages=ADULT,CHILD,ELDER,TEEN,YOUNGADULT | src=EA | guid=10376
Bonsai_View_flirty | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=10380
Bonsai_View_generic | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=- | ages=ADULT,CHILD,ELDER,TEEN,YOUNGADULT | src=EA | guid=10375
Bonsai_View_inspired | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=- | ages=ADULT,CHILD,ELDER,TEEN,YOUNGADULT | src=EA | guid=10378
Bonsai_View_playful | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=- | ages=ADULT,CHILD,ELDER,TEEN,YOUNGADULT | src=EA | guid=10379
Book_Homework_Active | sims4.tuning.instances | super=N auto=Y user=N | tgt=OBJECT | cat=- | ages=- | src=EA | guid=13114
Book_Homework_Child | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=- | ages=- | src=EA | guid=37253
Book_Homework_Child-Creative | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=- | ages=- | src=EA | guid=9210
Book_Homework_Child-ExtraCredit | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=- | ages=- | src=EA | guid=33901
Book_Homework_Child-Logic | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=- | ages=- | src=EA | guid=9211
Book_Homework_Child-Makeup | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=- | ages=- | src=EA | guid=33895
Book_Homework_Child-Motor | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=- | ages=- | src=EA | guid=9213
Book_Homework_Child-Social | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=- | ages=- | src=EA | guid=9212
Book_Homework_Education_Active | sims4.tuning.instances | super=N auto=Y user=N | tgt=OBJECT | cat=- | ages=- | src=EA | guid=224582
Book_Homework_Passive | sims4.tuning.instances | super=N auto=Y user=N | tgt=OBJECT | cat=- | ages=- | src=EA | guid=13115
Book_Homework_Teen | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=- | ages=- | src=EA | guid=36774
Book_Homework_Teen-ExtraCredit | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=- | ages=- | src=EA | guid=33902
Book_Homework_Teen-Makeup | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=- | ages=- | src=EA | guid=33903
Book_Homework_University_ClassA | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=- | ages=ADULT,CHILD,ELDER,TEEN,YOUNGADULT | src=EA | guid=210985
Book_Listen_To_Reader | sims4.tuning.instances | super=N auto=Y user=N | tgt=ACTOR | cat=- | ages=- | src=EA | guid=96776
Book_Read_Active | sims4.tuning.instances | super=N auto=Y user=N | tgt=OBJECT | cat=- | ages=- | src=EA | guid=13120
Book_Read_Active_Toddler_Book | sims4.tuning.instances | super=N auto=Y user=N | tgt=OBJECT | cat=- | ages=- | src=EA | guid=142267
Book_Read_Passive | sims4.tuning.instances | super=N auto=Y user=N | tgt=OBJECT | cat=- | ages=- | src=EA | guid=13121
Book_Read_Passive_Toddler_Book | sims4.tuning.instances | super=N auto=Y user=N | tgt=OBJECT | cat=- | ages=- | src=EA | guid=142268
Book_Read_To_Children_Active | sims4.tuning.instances | super=N auto=Y user=N | tgt=ACTOR | cat=- | ages=- | src=EA | guid=13122
Book_Read_To_Children_Waiting | sims4.tuning.instances | super=N auto=Y user=N | tgt=OBJECT | cat=- | ages=- | src=EA | guid=13123
Bookshelf_SearchStrangervilleArchives | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=201733
Bots_CreateInSlot | sims4.tuning.instances | super=Y auto=N user=N | tgt=OBJECT | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=224623
BubbleBlower_Buff_breathFire_idle | sims4.tuning.instances | super=N auto=Y user=N | tgt=ACTOR | cat=- | ages=- | src=EA | guid=143066
BubbleBlower_Buff_breathFrost_idle | sims4.tuning.instances | super=N auto=Y user=N | tgt=ACTOR | cat=- | ages=- | src=EA | guid=143065
BubbleBlower_Buff_breathStink_idle | sims4.tuning.instances | super=N auto=Y user=N | tgt=ACTOR | cat=- | ages=- | src=EA | guid=143064
BubbleBlower_ChangeCartridge_1_Default | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=133544
BubbleBlower_ChangeCartridge_2 | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=BubbleBlower_ChangeCartridge_category | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=133561
BubbleBlower_ChangeCartridge_2_venue | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=BubbleBlower_ChangeCartridge_category | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=143465
BubbleBlower_ChangeCartridge_3 | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=BubbleBlower_ChangeCartridge_category | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=135359
BubbleBlower_ChangeCartridge_4 | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=BubbleBlower_ChangeCartridge_category | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=135358
BubbleBlower_ChangeCartridge_5 | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=BubbleBlower_ChangeCartridge_category | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=135357
BubbleBlower_ChangeCartridge_6 | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=BubbleBlower_ChangeCartridge_category | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=135356
BubbleBlower_ChangeCartridge_6_venue | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=BubbleBlower_ChangeCartridge_category | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=143466
BubbleBlower_ChangeCartridge_7 | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=BubbleBlower_ChangeCartridge_category | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=135355
BubbleBlower_ChangeCartridge_8 | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=BubbleBlower_ChangeCartridge_category | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=135413
BubbleBlower_ChangeCartridge_8_venue | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=BubbleBlower_ChangeCartridge_category | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=143467
BubbleBlower_ChangeCartridge_9 | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=BubbleBlower_ChangeCartridge_category | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=135905
BubbleBlower_ChangeCartridge_9_venue | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=BubbleBlower_ChangeCartridge_category | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=143468
BubbleBlower_Use_SI | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=134002
BubbleBlower_Use_mixer | sims4.tuning.instances | super=N auto=Y user=Y | tgt=OBJECT | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=133671
BubbleBlower_debug_changeCartType_1_juice | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=BubbleBlower_CartType_category | ages=- | src=EA | guid=138318
BubbleBlower_debug_changeCartType_2_noble | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=BubbleBlower_CartType_category | ages=- | src=EA | guid=138317
BubbleBlower_simPicker_InviteToJoin_si | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=142951
